,Country,EdLevel,YearsCodePro,Age,Gender,Salary
57306,South Africa,Bachelor’s degree,10.0,35-44 years old,Man,75863.0
57308,Germany,Bachelor’s degree,6.0,25-34 years old,Man,71451.0
57311,Australia,Less than a Bachelors,0.5,35-44 years old,Man,73602.0
57312,Turkey,Bachelor’s degree,18.0,35-44 years old,Man,22548.0
57315,India,Bachelor’s degree,5.0,25-34 years old,Man,64486.0
57318,Norway,Bachelor’s degree,5.0,25-34 years old,Man,91883.0
57320,India,Master’s degree,5.0,25-34 years old,Man,21925.0
57322,Israel,Bachelor’s degree,8.0,35-44 years old,Man,66360.0
57326,Austria,Master’s degree,3.0,25-34 years old,Man,44796.0
57327,Spain,Master’s degree,2.0,18-24 years old,Man,51189.0
57328,Spain,Master’s degree,10.0,35-44 years old,Man,29860.0
57329,Australia,Bachelor’s degree,9.0,25-34 years old,Woman,70771.0
57330,Austria,Bachelor’s degree,3.0,25-34 years old,Man,59720.0
57332,Germany,Bachelor’s degree,2.0,25-34 years old,Woman,44790.0
57334,Romania,Bachelor’s degree,16.0,35-44 years old,Man,64704.0
57336,India,Bachelor’s degree,1.0,18-24 years old,Man,12897.0
57337,Other,Less than a Bachelors,9.0,35-44 years old,Man,20484.0
57338,India,Post grad,4.0,18-24 years old,Man,16766.0
57340,Australia,Less than a Bachelors,5.0,35-44 years old,Man,106157.0
57342,Switzerland,Bachelor’s degree,10.0,25-34 years old,Man,124103.0
57343,Other,Master’s degree,11.0,35-44 years old,Man,34452.0
57347,India,Bachelor’s degree,10.0,35-44 years old,Man,18576.0
57349,Netherlands,Master’s degree,5.0,25-34 years old,Man,60912.0
57351,Germany,Master’s degree,5.0,25-34 years old,Man,62920.0
57352,Germany,Less than a Bachelors,13.0,35-44 years old,Man,74651.0
57353,India,Master’s degree,15.0,35-44 years old,Man,193458.0
57355,Other,Bachelor’s degree,0.5,25-34 years old,Man,36452.0
57357,Sweden,Master’s degree,20.0,35-44 years old,Man,48756.0
57363,United States of America,Master’s degree,30.0,45-54 years old,Man,200000.0
57366,Germany,Bachelor’s degree,1.0,18-24 years old,Man,44790.0
57368,India,Bachelor’s degree,3.0,18-24 years old,Man,23215.0
57370,India,Master’s degree,7.0,25-34 years old,Man,21280.0
57373,Sweden,Bachelor’s degree,7.0,25-34 years old,Man,73140.0
57375,India,Master’s degree,8.0,25-34 years old,Man,29664.0
57387,Other,Master’s degree,4.0,25-34 years old,Woman,29376.0
57389,Italy,Less than a Bachelors,7.0,25-34 years old,Man,10664.0
57391,Germany,Master’s degree,14.0,35-44 years old,Man,74651.0
57392,Spain,Less than a Bachelors,3.0,25-34 years old,Man,40525.0
57394,France,Master’s degree,16.0,45-54 years old,Man,53322.0
57396,Germany,Master’s degree,5.0,25-34 years old,Man,56304.0
57399,India,Bachelor’s degree,4.0,25-34 years old,Man,18056.0
57401,Germany,Less than a Bachelors,5.0,25-34 years old,Man,56521.0
57406,India,Bachelor’s degree,4.0,35-44 years old,Man,28374.0
57407,Switzerland,Bachelor’s degree,14.0,25-34 years old,Man,88116.0
57408,Germany,Bachelor’s degree,2.0,18-24 years old,Man,54388.0
57413,United States of America,Bachelor’s degree,22.0,55-64 years old,Man,140000.0
57414,India,Bachelor’s degree,15.0,35-44 years old,Man,32243.0
57415,Australia,Less than a Bachelors,20.0,45-54 years old,Man,60155.0
57416,Netherlands,Bachelor’s degree,2.0,25-34 years old,Man,44790.0
57418,Austria,Master’s degree,7.0,25-34 years old,Man,53748.0
57419,Other,Bachelor’s degree,17.0,45-54 years old,Man,25152.0
57423,Sweden,Less than a Bachelors,0.5,25-34 years old,Man,49524.0
57426,France,Master’s degree,10.0,25-34 years old,Man,64000.0
57429,Australia,Bachelor’s degree,11.0,25-34 years old,Man,77848.0
57431,Finland,Bachelor’s degree,19.0,35-44 years old,Man,76788.0
57433,Germany,Post grad,21.0,35-44 years old,Man,74651.0
57437,Belgium,Bachelor’s degree,11.0,25-34 years old,Man,53748.0
57441,Sweden,Master’s degree,17.0,35-44 years old,Man,58512.0
57442,India,Bachelor’s degree,5.0,25-34 years old,Man,25794.0
57444,Turkey,Bachelor’s degree,7.0,25-34 years old,Man,84000.0
57445,Other,Master’s degree,2.0,25-34 years old,Man,30421.0
57446,Other,Master’s degree,5.0,25-34 years old,Man,48624.0
57447,United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,25-34 years old,Man,113075.0
57452,Poland,Bachelor’s degree,5.0,35-44 years old,Man,37464.0
57456,France,Master’s degree,5.0,18-24 years old,Man,42657.0
57458,Austria,Master’s degree,14.0,35-44 years old,Man,86381.0
57461,Italy,Master’s degree,5.0,25-34 years old,Man,42657.0
57462,Other,Master’s degree,1.0,18-24 years old,Man,14076.0
57464,Germany,Master’s degree,3.0,45-54 years old,Man,46923.0
57467,Netherlands,Bachelor’s degree,9.0,25-34 years old,Man,106644.0
57468,Portugal,Master’s degree,15.0,35-44 years old,Man,68252.0
57469,Russian Federation,Master’s degree,1.0,25-34 years old,Man,12468.0
57472,Germany,Master’s degree,19.0,35-44 years old,Man,191959.0
57473,France,Master’s degree,15.0,35-44 years old,Man,47990.0
57474,"Iran, Islamic Republic of...",Less than a Bachelors,6.0,25-34 years old,Man,42552.0
57476,India,Bachelor’s degree,2.0,18-24 years old,Man,10318.0
57477,Sweden,Master’s degree,12.0,35-44 years old,Man,66432.0
57478,India,Bachelor’s degree,19.0,35-44 years old,Man,21280.0
57480,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,25-34 years old,Man,76640.0
57485,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,10.0,35-44 years old,Man,43974.0
57488,France,Master’s degree,8.0,25-34 years old,Man,63986.0
57490,Belgium,Bachelor’s degree,1.0,25-34 years old,Man,35832.0
57492,Romania,Less than a Bachelors,0.5,25-34 years old,Man,25332.0
57494,Other,Bachelor’s degree,0.5,18-24 years old,Man,49452.0
57501,Germany,Master’s degree,14.0,35-44 years old,Man,87448.0
57504,Other,Bachelor’s degree,2.0,18-24 years old,Man,14436.0
57509,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,25-34 years old,Man,50256.0
57510,Other,Bachelor’s degree,5.0,25-34 years old,Man,24756.0
57511,India,Master’s degree,5.0,18-24 years old,Man,23220.0
57512,Germany,Master’s degree,7.0,35-44 years old,Man,69108.0
57514,Netherlands,Less than a Bachelors,15.0,45-54 years old,Man,61428.0
57515,Russian Federation,Less than a Bachelors,7.0,18-24 years old,Man,29088.0
57522,Other,Master’s degree,5.0,25-34 years old,Man,44790.0
57523,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,18-24 years old,Man,50256.0
57527,Germany,Master’s degree,5.0,25-34 years old,Man,51189.0
57528,Czech Republic,Master’s degree,6.0,25-34 years old,Man,42437.0
57530,France,Master’s degree,1.0,18-24 years old,Man,25596.0
57533,Poland,Bachelor’s degree,10.0,25-34 years old,Man,52263.0
57535,Poland,Master’s degree,6.0,35-44 years old,Man,55500.0
57536,India,Bachelor’s degree,5.0,25-34 years old,Man,38692.0
57537,Spain,Post grad,8.0,25-34 years old,Woman,51189.0
57541,Spain,Post grad,3.0,18-24 years old,Man,37325.0
57544,Hungary,Master’s degree,7.0,25-34 years old,Man,25776.0
57551,Spain,Bachelor’s degree,2.0,18-24 years old,Man,102378.0
57554,United States of America,Bachelor’s degree,3.0,18-24 years old,Man,96000.0
57555,United Kingdom of Great Britain and Northern Ireland,Master’s degree,12.0,25-34 years old,Man,106793.0
57559,Sweden,Master’s degree,21.0,45-54 years old,Man,67044.0
57560,Italy,Bachelor’s degree,15.0,35-44 years old,Man,53322.0
57561,Belgium,Bachelor’s degree,5.0,25-34 years old,Man,37116.0
57563,Russian Federation,Bachelor’s degree,5.0,25-34 years old,Man,20784.0
57564,Netherlands,Less than a Bachelors,38.0,55-64 years old,Man,76788.0
57572,Italy,Less than a Bachelors,37.0,55-64 years old,Man,58654.0
57575,France,Master’s degree,4.0,35-44 years old,Woman,58654.0
57579,France,Master’s degree,8.0,25-34 years old,Man,48624.0
57581,Netherlands,Bachelor’s degree,28.0,45-54 years old,Man,117308.0
57583,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,20.0,35-44 years old,Man,157050.0
57591,Israel,Bachelor’s degree,5.0,35-44 years old,Woman,138288.0
57594,Italy,Less than a Bachelors,6.0,25-34 years old,Man,38392.0
57597,Italy,Less than a Bachelors,6.0,25-34 years old,Man,34548.0
57599,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,18-24 years old,Man,87948.0
57602,Greece,Master’s degree,7.0,25-34 years old,Man,19200.0
57608,Portugal,Master’s degree,5.0,25-34 years old,Man,119441.0
57612,Norway,Bachelor’s degree,11.0,35-44 years old,Man,69690.0
57615,Germany,Less than a Bachelors,25.0,45-54 years old,Man,106644.0
57618,Norway,Post grad,26.0,45-54 years old,Man,49779.0
57620,Germany,Less than a Bachelors,11.0,35-44 years old,Man,53748.0
57621,Germany,Bachelor’s degree,8.0,25-34 years old,Man,58872.0
57623,Poland,Bachelor’s degree,2.0,25-34 years old,Man,33300.0
57626,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,17.0,35-44 years old,Man,66589.0
57628,Switzerland,Less than a Bachelors,1.0,18-24 years old,Man,62052.0
57630,Czech Republic,Bachelor’s degree,25.0,45-54 years old,Man,20784.0
57635,Italy,Bachelor’s degree,15.0,35-44 years old,Man,58654.0
57640,Germany,Less than a Bachelors,36.0,55-64 years old,Man,76783.0
57642,Spain,Post grad,2.0,25-34 years old,Man,17916.0
57643,Other,Master’s degree,23.0,35-44 years old,Man,32712.0
57645,Germany,Master’s degree,2.0,25-34 years old,Man,56521.0
57648,Germany,Less than a Bachelors,4.0,18-24 years old,Man,47990.0
57653,Other,Bachelor’s degree,16.0,35-44 years old,Man,163584.0
57655,Other,Less than a Bachelors,6.0,18-24 years old,Man,38388.0
57656,France,Master’s degree,3.0,18-24 years old,Man,16068.0
57658,Germany,Bachelor’s degree,20.0,45-54 years old,Man,69318.0
57659,Netherlands,Bachelor’s degree,16.0,35-44 years old,Man,57588.0
57661,Spain,Bachelor’s degree,1.0,18-24 years old,Woman,23462.0
57664,Belgium,Bachelor’s degree,1.0,25-34 years old,Man,31992.0
57666,Germany,Less than a Bachelors,27.0,45-54 years old,Man,72518.0
57671,Germany,Less than a Bachelors,2.0,18-24 years old,Man,46068.0
57673,Germany,Master’s degree,3.0,25-34 years old,Man,63986.0
57674,India,Bachelor’s degree,3.0,25-34 years old,Man,108336.0
57677,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,25-34 years old,Man,113075.0
57678,Denmark,Master’s degree,27.0,45-54 years old,Man,94644.0
57679,Other,Less than a Bachelors,4.0,18-24 years old,Man,32688.0
57686,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,18-24 years old,Man,24299.0
57688,Germany,Bachelor’s degree,3.0,25-34 years old,Man,70380.0
57689,Turkey,Bachelor’s degree,6.0,25-34 years old,Man,72000.0
57691,Italy,Less than a Bachelors,33.0,45-54 years old,Man,181294.0
57693,Germany,Bachelor’s degree,22.0,55-64 years old,Man,83184.0
57702,France,Master’s degree,13.0,35-44 years old,Woman,66119.0
57703,Pakistan,Less than a Bachelors,4.0,25-34 years old,Man,11964.0
57705,Germany,Master’s degree,28.0,55-64 years old,Man,85315.0
57709,Poland,Master’s degree,6.0,35-44 years old,Man,41628.0
57710,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,24.0,45-54 years old,Man,75384.0
57711,Russian Federation,Less than a Bachelors,36.0,55-64 years old,Man,12468.0
57713,Netherlands,Bachelor’s degree,6.0,25-34 years old,Man,31992.0
57714,France,Post grad,3.0,25-34 years old,Man,53322.0
57717,Germany,Master’s degree,14.0,35-44 years old,Man,63984.0
57718,Germany,Bachelor’s degree,33.0,45-54 years old,Man,63986.0
57722,France,Bachelor’s degree,5.0,18-24 years old,Man,35192.0
57723,Germany,Master’s degree,20.0,35-44 years old,Man,25594.0
57731,France,Bachelor’s degree,30.0,45-54 years old,Man,63984.0
57732,Italy,Bachelor’s degree,6.0,25-34 years old,Man,24312.0
57733,India,Master’s degree,11.0,35-44 years old,Man,12384.0
57737,Spain,Bachelor’s degree,35.0,55-64 years old,Man,85315.0
57744,Other,Less than a Bachelors,24.0,45-54 years old,Man,101312.0
57745,France,Master’s degree,11.0,25-34 years old,Man,40525.0
57746,Spain,Master’s degree,17.0,55-64 years old,Man,42657.0
57747,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,25-34 years old,Man,67845.0
57750,Germany,Master’s degree,21.0,45-54 years old,Man,95976.0
57753,India,Master’s degree,4.0,25-34 years old,Man,13542.0
57754,France,Master’s degree,5.0,25-34 years old,Man,36984.0
57757,Other,Bachelor’s degree,8.0,25-34 years old,Man,10116.0
57759,Sweden,Master’s degree,1.0,25-34 years old,Man,39012.0
57761,Poland,Master’s degree,3.0,25-34 years old,Man,61056.0
57766,United Kingdom of Great Britain and Northern Ireland,Master’s degree,12.0,45-54 years old,Man,75384.0
57771,Russian Federation,Master’s degree,16.0,35-44 years old,Man,37404.0
57773,Australia,Bachelor’s degree,7.0,25-34 years old,Man,99080.0
57776,Czech Republic,Less than a Bachelors,22.0,35-44 years old,Man,64955.0
57777,France,Master’s degree,3.0,25-34 years old,Man,34126.0
57778,Other,Less than a Bachelors,12.0,25-34 years old,Man,89581.0
57779,Austria,Less than a Bachelors,30.0,45-54 years old,Man,74651.0
57780,Other,Less than a Bachelors,7.0,25-34 years old,Man,32688.0
57782,Germany,Master’s degree,4.0,25-34 years old,Man,58654.0
57783,Other,Bachelor’s degree,5.0,25-34 years old,Man,100056.0
57785,Other,Bachelor’s degree,10.0,25-34 years old,Man,29232.0
57786,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,7.0,25-34 years old,Man,119357.0
57788,Germany,Less than a Bachelors,17.0,45-54 years old,Man,69318.0
57790,Belgium,Post grad,30.0,55-64 years old,Man,76788.0
57792,France,Post grad,20.0,35-44 years old,Man,62712.0
57795,Norway,Bachelor’s degree,22.0,35-44 years old,Man,98520.0
57797,Germany,Master’s degree,30.0,45-54 years old,Man,159966.0
57802,India,Bachelor’s degree,5.0,25-34 years old,Man,21925.0
57805,Sweden,Master’s degree,23.0,45-54 years old,Man,87768.0
57806,Spain,Bachelor’s degree,7.0,35-44 years old,Man,55455.0
57816,Austria,Master’s degree,25.0,35-44 years old,Man,79983.0
57818,Other,Bachelor’s degree,4.0,18-24 years old,Man,12636.0
57820,Hungary,Post grad,20.0,55-64 years old,Man,26784.0
57822,South Africa,Master’s degree,5.0,25-34 years old,Man,37932.0
57823,France,Master’s degree,35.0,55-64 years old,Man,38388.0
57825,Other,Bachelor’s degree,0.5,18-24 years old,Woman,34908.0
57833,India,Bachelor’s degree,7.0,25-34 years old,Man,14568.0
57834,Australia,Less than a Bachelors,17.0,35-44 years old,Man,106157.0
57836,India,Bachelor’s degree,5.0,25-34 years old,Man,64486.0
57837,Germany,Master’s degree,5.0,18-24 years old,Man,51192.0
57838,Germany,Post grad,30.0,55-64 years old,Man,21329.0
57840,Other,Master’s degree,16.0,35-44 years old,Man,105912.0
57842,France,Master’s degree,26.0,45-54 years old,Man,25596.0
57843,France,Bachelor’s degree,4.0,25-34 years old,Man,47990.0
57845,Germany,Master’s degree,6.0,35-44 years old,Man,81049.0
57853,India,Bachelor’s degree,7.0,25-34 years old,Man,20640.0
57855,Germany,Less than a Bachelors,27.0,55-64 years old,Man,76788.0
57856,Switzerland,Less than a Bachelors,2.0,18-24 years old,Man,54600.0
57857,Turkey,Bachelor’s degree,4.0,25-34 years old,Man,51192.0
57860,Germany,Less than a Bachelors,3.0,18-24 years old,Man,51192.0
57861,Other,Bachelor’s degree,3.0,25-34 years old,Man,30000.0
57864,Finland,Master’s degree,9.0,25-34 years old,Woman,70380.0
57868,Hungary,Less than a Bachelors,0.5,25-34 years old,Man,12588.0
57872,France,Master’s degree,15.0,35-44 years old,Man,72518.0
57873,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,36.0,45-54 years old,Man,125639.0
57875,Sweden,Less than a Bachelors,15.0,45-54 years old,Man,85320.0
57881,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,25-34 years old,Man,106793.0
57884,Netherlands,Master’s degree,24.0,45-54 years old,Man,85315.0
57886,France,Master’s degree,0.5,18-24 years old,Man,27516.0
57887,Australia,Less than a Bachelors,8.0,35-44 years old,Man,28308.0
57888,Netherlands,Bachelor’s degree,33.0,55-64 years old,Man,63986.0
57889,Italy,Less than a Bachelors,13.0,45-54 years old,Man,31993.0
57893,United Kingdom of Great Britain and Northern Ireland,Master’s degree,18.0,35-44 years old,Man,70358.0
57896,Australia,Less than a Bachelors,24.0,35-44 years old,Man,131634.0
57897,Germany,Master’s degree,30.0,45-54 years old,Man,85315.0
57902,New Zealand,Bachelor’s degree,7.0,25-34 years old,Man,83633.0
57906,Russian Federation,Less than a Bachelors,10.0,25-34 years old,Man,36000.0
57911,United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,25-34 years old,Man,36435.0
57912,United States of America,Less than a Bachelors,9.0,35-44 years old,Man,84000.0
57914,Switzerland,Less than a Bachelors,23.0,45-54 years old,Man,134445.0
57917,Czech Republic,Master’s degree,19.0,35-44 years old,Man,42827.0
57918,Sweden,Master’s degree,0.5,25-34 years old,Man,43882.0
57919,Italy,Less than a Bachelors,5.0,18-24 years old,Man,17916.0
57925,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,5.0,25-34 years old,Man,75384.0
57926,South Africa,Bachelor’s degree,32.0,55-64 years old,Man,91032.0
57932,Germany,Master’s degree,2.0,25-34 years old,Man,56734.0
57934,Norway,Bachelor’s degree,2.0,25-34 years old,Man,63260.0
57936,Germany,Master’s degree,5.0,25-34 years old,Man,49908.0
57937,Spain,Bachelor’s degree,40.0,45-54 years old,Man,57588.0
57942,Poland,Bachelor’s degree,3.0,25-34 years old,Man,72156.0
57943,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,20.0,45-54 years old,Man,56538.0
57945,India,Master’s degree,7.0,25-34 years old,Man,45140.0
57947,Spain,Master’s degree,5.0,18-24 years old,Man,25594.0
57949,Norway,Less than a Bachelors,25.0,45-54 years old,Man,93335.0
57952,France,Bachelor’s degree,24.0,45-54 years old,Man,63984.0
57953,Bangladesh,Bachelor’s degree,12.0,35-44 years old,Man,13644.0
57954,Other,Less than a Bachelors,26.0,45-54 years old,Man,65688.0
57955,Spain,Post grad,6.0,25-34 years old,Man,42657.0
57956,Germany,Bachelor’s degree,6.0,25-34 years old,Woman,85315.0
57957,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,25-34 years old,Man,163331.0
57960,Spain,Bachelor’s degree,2.0,18-24 years old,Man,34126.0
57961,Spain,Bachelor’s degree,17.0,35-44 years old,Man,35196.0
57962,Austria,Master’s degree,8.0,25-34 years old,Man,58654.0
57963,Germany,Bachelor’s degree,1.0,18-24 years old,Man,42228.0
57964,Denmark,Master’s degree,25.0,55-64 years old,Man,103248.0
57965,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,25-34 years old,Woman,37692.0
57967,Russian Federation,Less than a Bachelors,20.0,35-44 years old,Man,41556.0
57971,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,25-34 years old,Man,15072.0
57978,South Africa,Less than a Bachelors,5.0,25-34 years old,Man,16692.0
57981,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,35-44 years old,Man,62820.0
57994,Other,Bachelor’s degree,10.0,25-34 years old,Man,46080.0
57995,Poland,Bachelor’s degree,10.0,25-34 years old,Man,77700.0
57998,France,Master’s degree,14.0,35-44 years old,Man,80664.0
58000,Other,Bachelor’s degree,12.0,25-34 years old,Man,69828.0
58001,Belgium,Master’s degree,2.0,35-44 years old,Man,51192.0
58005,Spain,Master’s degree,11.0,25-34 years old,Man,47990.0
58010,France,Master’s degree,5.0,25-34 years old,Man,42657.0
58013,Netherlands,Master’s degree,5.0,25-34 years old,Man,57908.0
58014,Norway,Master’s degree,25.0,35-44 years old,Man,114076.0
58018,India,Master’s degree,7.0,25-34 years old,Man,12897.0
58019,India,Less than a Bachelors,5.0,25-34 years old,Man,10834.0
58020,India,Bachelor’s degree,0.5,18-24 years old,Man,25794.0
58022,Czech Republic,Master’s degree,24.0,35-44 years old,Man,129912.0
58025,Brazil,Bachelor’s degree,4.0,18-24 years old,Man,48194.0
58028,Poland,Master’s degree,12.0,35-44 years old,Man,22200.0
58032,Germany,Master’s degree,6.0,25-34 years old,Man,48624.0
58038,India,Bachelor’s degree,3.0,18-24 years old,Man,11760.0
58039,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,25-34 years old,Man,94230.0
58040,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,15.0,35-44 years old,Man,42717.0
58041,Germany,Master’s degree,16.0,35-44 years old,Man,89581.0
58042,Other,Less than a Bachelors,5.0,18-24 years old,Man,33288.0
58044,Russian Federation,Bachelor’s degree,32.0,45-54 years old,Man,31176.0
58046,Germany,Less than a Bachelors,1.0,18-24 years old,Man,43512.0
58047,Spain,Master’s degree,4.0,25-34 years old,Man,63986.0
58048,Greece,Bachelor’s degree,2.0,25-34 years old,Man,13437.0
58049,Bangladesh,Bachelor’s degree,11.0,35-44 years old,Man,34104.0
58053,Other,Bachelor’s degree,7.0,35-44 years old,Man,65436.0
58054,Greece,Less than a Bachelors,5.0,25-34 years old,Man,40956.0
58063,Germany,Master’s degree,22.0,45-54 years old,Man,83182.0
58068,United Kingdom of Great Britain and Northern Ireland,Master’s degree,26.0,35-44 years old,Man,64704.0
58076,Germany,Post grad,30.0,55-64 years old,Man,165471.0
58079,Israel,Less than a Bachelors,9.0,25-34 years old,Woman,68160.0
58081,Other,Master’s degree,13.0,25-34 years old,Woman,127968.0
58082,Romania,Bachelor’s degree,1.0,18-24 years old,Man,11652.0
58085,France,Post grad,35.0,55-64 years old,Man,191964.0
58086,Austria,Master’s degree,13.0,25-34 years old,Man,61853.0
58089,Romania,Bachelor’s degree,14.0,35-44 years old,Man,38388.0
58090,India,Bachelor’s degree,6.0,25-34 years old,Man,43206.0
58092,"Iran, Islamic Republic of...",Bachelor’s degree,5.0,25-34 years old,Man,53892.0
58095,Russian Federation,Bachelor’s degree,2.0,18-24 years old,Woman,28056.0
58100,Germany,Master’s degree,2.0,25-34 years old,Man,71665.0
58104,Germany,Bachelor’s degree,10.0,25-34 years old,Man,127972.0
58108,India,Bachelor’s degree,5.0,25-34 years old,Man,24768.0
58112,Other,Bachelor’s degree,14.0,45-54 years old,Man,34652.0
58115,Spain,Post grad,22.0,55-64 years old,Man,42657.0
58116,Germany,Bachelor’s degree,28.0,55-64 years old,Man,76783.0
58118,India,Bachelor’s degree,4.0,25-34 years old,Man,170244.0
58121,Germany,Less than a Bachelors,7.0,25-34 years old,Man,57588.0
58122,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,25-34 years old,Man,87948.0
58123,India,Bachelor’s degree,7.0,25-34 years old,Man,15480.0
58125,"Iran, Islamic Republic of...",Less than a Bachelors,6.0,18-24 years old,Man,36000.0
58126,Australia,Bachelor’s degree,0.5,35-44 years old,Woman,46001.0
58131,Turkey,Less than a Bachelors,14.0,35-44 years old,Man,20664.0
58133,Germany,Less than a Bachelors,16.0,35-44 years old,Man,76783.0
58136,Netherlands,Master’s degree,2.0,25-34 years old,Man,47990.0
58141,United States of America,Bachelor’s degree,19.0,35-44 years old,Man,115000.0
58144,Hungary,Less than a Bachelors,11.0,25-34 years old,Man,40176.0
58146,Austria,Less than a Bachelors,8.0,25-34 years old,Man,51192.0
58148,United Kingdom of Great Britain and Northern Ireland,Master’s degree,8.0,25-34 years old,Man,148254.0
58150,Czech Republic,Master’s degree,28.0,45-54 years old,Man,36372.0
58153,South Africa,Bachelor’s degree,9.0,25-34 years old,Man,60696.0
58154,Argentina,Less than a Bachelors,3.0,18-24 years old,Man,22320.0
58155,India,Master’s degree,4.0,25-34 years old,Man,21925.0
58156,France,Master’s degree,11.0,25-34 years old,Man,34548.0
58158,Germany,Less than a Bachelors,4.0,25-34 years old,Man,44796.0
58168,Portugal,Post grad,32.0,55-64 years old,Man,38388.0
58171,Spain,Bachelor’s degree,5.0,25-34 years old,Man,25594.0
58172,Other,Post grad,0.5,45-54 years old,Man,16608.0
58173,Other,Master’s degree,5.0,25-34 years old,Woman,63986.0
58176,Other,Master’s degree,17.0,35-44 years old,Man,47990.0
58177,India,Bachelor’s degree,8.0,25-34 years old,Man,30948.0
58178,Italy,Bachelor’s degree,10.0,35-44 years old,Man,31993.0
58182,France,Post grad,5.0,25-34 years old,Man,31356.0
58184,Netherlands,Post grad,5.0,35-44 years old,Man,191959.0
58185,India,Bachelor’s degree,5.0,25-34 years old,Man,19346.0
58187,Germany,Master’s degree,15.0,35-44 years old,Man,83184.0
58190,Australia,Bachelor’s degree,20.0,55-64 years old,Man,99080.0
58191,Poland,Bachelor’s degree,12.0,25-34 years old,Man,60000.0
58195,Poland,Less than a Bachelors,8.0,25-34 years old,Man,62436.0
58196,United Kingdom of Great Britain and Northern Ireland,Master’s degree,9.0,25-34 years old,Man,125639.0
58197,Spain,Bachelor’s degree,15.0,45-54 years old,Man,31993.0
58198,Norway,Bachelor’s degree,12.0,25-34 years old,Man,73320.0
58200,United States of America,Master’s degree,3.0,18-24 years old,Man,110000.0
58201,Germany,Post grad,7.0,25-34 years old,Man,89581.0
58204,Germany,Less than a Bachelors,25.0,55-64 years old,Man,111976.0
58205,Germany,Less than a Bachelors,5.0,25-34 years old,Man,56308.0
58206,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,6.0,25-34 years old,Man,50256.0
58207,Germany,Post grad,7.0,35-44 years old,Man,66119.0
58210,Ukraine,Less than a Bachelors,3.0,25-34 years old,Man,28140.0
58212,Australia,Less than a Bachelors,22.0,35-44 years old,Man,162774.0
58213,Germany,Less than a Bachelors,8.0,25-34 years old,Man,91500.0
58214,France,Post grad,4.0,25-34 years old,Man,47990.0
58217,Netherlands,Less than a Bachelors,24.0,45-54 years old,Man,159966.0
58224,Romania,Less than a Bachelors,5.0,25-34 years old,Woman,48660.0
58225,France,Master’s degree,5.0,25-34 years old,Man,47990.0
58229,Greece,Master’s degree,2.0,25-34 years old,Man,28152.0
58230,Germany,Master’s degree,2.0,18-24 years old,Man,63986.0
58231,Finland,Master’s degree,25.0,55-64 years old,Man,51192.0
58232,Austria,Less than a Bachelors,15.0,35-44 years old,Man,59720.0
58234,Germany,Master’s degree,6.0,25-34 years old,Man,59720.0
58235,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,13.0,35-44 years old,Man,75384.0
58237,India,Bachelor’s degree,18.0,35-44 years old,Man,59327.0
58240,United States of America,Bachelor’s degree,0.5,18-24 years old,Man,125000.0
58242,New Zealand,Bachelor’s degree,28.0,45-54 years old,Man,77200.0
58243,India,Bachelor’s degree,4.0,25-34 years old,Man,12252.0
58248,Denmark,Post grad,7.0,25-34 years old,Man,129048.0
58249,Other,Master’s degree,2.0,25-34 years old,Man,13944.0
58255,France,Master’s degree,0.5,18-24 years old,Man,55455.0
58258,Australia,Post grad,14.0,35-44 years old,Man,129511.0
58259,United States of America,Post grad,0.5,25-34 years old,Man,95000.0
58261,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,25-34 years old,Man,118000.0
58263,Portugal,Less than a Bachelors,0.5,25-34 years old,Man,10872.0
58264,Switzerland,Bachelor’s degree,8.0,25-34 years old,Woman,54600.0
